All,Alle
"Please make sure that all global admin search modules are installed and activated.","Zorg er voor dat alle globale admin zoekmodules zijn geïnstalleerd en geactiveerd."
"You saved the account.","Het account werd opgeslagen."
"An error occurred while saving account.","Er is een fout opgetreden bij het opslaan van dit account"
"You deleted the design change.","U heeft de design wijziging verwijderd."
"You can't delete the design change.","U kunt de design wijziging niet verwijderen."
"Store Design","Winkel design"
"Edit Store Design Change","Bewerk winkel design wijziging"
"You saved the design change.","U heeft de design wijziging opgeslagen."
System,Systeem
"Manage Stores","Beheer winkels"
"The database was backed up.","De database back-up werd gemaakt."
"We can't create a backup right now. Please try again later.","Wij kunnen de back-up nu niet maken. Probeer later opnieuw."
"Deleting a %1 will not delete the information associated with the %1 (e.g. categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the %1.","Het verwijderen van een %1 leidt niet tot de verwijdering van de gegevens die eraan gekoppeld zijn (bijv. categorie&euml;n, producten, etc.), maar de verwijdering kan niet ongedaan gemaakt worden. Wij adviseren u een backup te maken van uw database voordat u de verwijdering uitvoert."
"Something went wrong. Please try again.","Er ging iets mis. Probeer opnieuw."
"This store cannot be deleted.","Deze winkel kan niet worden verwijderd."
"You deleted the store.","De winkel werd verwijderd."
"Unable to delete the store. Please try again later.","Kan winkel niet verwijderen. Probeer later opnieuw."
"This store view cannot be deleted.","Het winkelaanzicht kan niet worden verwijderd."
"Store View",Winkelaanzicht
"You deleted the store view.","Het winkelaanzicht is verwijderd."
"Unable to delete the store view. Please try again later.","Kan winkelaanzicht niet verwijderen. Probeer later opnieuw."
"This website cannot be deleted.","Deze website kan niet worden verwijderd."
"You deleted the website.","U heeft de website verwijderd."
"Unable to delete the website. Please try again later.","Kan website niet verwijderen. Probeer later opnieuw."
"The website does not exist.","De website bestaat niet."
"Before modifying the website code please make sure it is not used in index.php.","Controleer voordat u de websitecode aanpast of het niet gebruikt wordt in index.php."
"The store does not exist","De winkel bestaat niet"
"Store view doesn't exist","Winkelzicht bestaat niet"
"Before modifying the store view code please make sure it is not used in index.php.","Controleer voordat u de winkelaanzichtcode aanpast of deze niet gebruikt wordt in index.php."
"New ","Nieuw "
"All Stores","Alle winkels"
"Please enable your Store View before using this Web Site as Default","Activeer uw winkelaanzicht voordat u deze website als standaard gebruikt"
"You saved the website.","U heeft de website opgeslagen."
"The default store cannot be disabled","De standaard winkel kan niet worden uitgeschakeld"
"You saved the store view.","Winkelaanzicht opgeslagen."
"An inactive store view cannot be saved as default store view","Een inactief Winkelaanzicht kan niet worden opgeslagen als standaard Winkelaanzicht"
"You saved the store.","Winkel opgeslagen."
"Something went wrong while saving. Please review the error log.","Er ging iets mis tijdens het opslaan. Raadpleeg het error log bestand."
"Authentication storage is incorrect.","Authenticatie opslag niet correct."
"The account sign-in was incorrect or your account is disabled temporarily. Please wait and try again later.","De account-aanmelding is onjuist of uw account is tijdelijk uitgeschakeld. Wacht even en probeer het later opnieuw."
"An authentication error occurred. Verify and try again.","Er is een authenticatie fout opgetreden. Controleer en probeer het opnieuw."
"The Admin session lifetime is invalid. Set the lifetime to 31536000 seconds (one year) or shorter and try again.","De levensduur van de admin sessie is ongeldig. Stel de levensduur in op 31536000 seconden (één jaar) of korter en probeer het opnieuw."
"The Admin session lifetime is invalid. Set the lifetime to 60 seconds or longer and try again.","De levensduur van de admin sessie is ongeldig. Stel de levensduur in op 60 seconden of langer en probeer het opnieuw."
"Last 24 Hours","Laatste 24 uur"
"Last 7 Days","Laatste 7 dagen"
"Current Month","Huidige maand"
Order,Bestelling
"Order #%1","Bestelling #%1"
"URL key ""%1"" matches a reserved endpoint name (%2). Use another URL key.","URL-sleutel ""%1"" komt overeen met een gereserveerde eindpunt naam (%2). Gebruik een andere URL-sleutel."
"Save &amp; Continue","Opslaan en doorgaan"
"Save &amp; Close","Opslaan en sluiten"
"Save &amp; New","Opslaan en nieuw"
"Sorry, you need permissions to view this content.","Helaas, u bent niet gemachtigd om deze inhoud weer te geven."
"Next steps","De volgende stappen"
"If you think this is an error, try signing out and signing in again.","Als u denkt dat dit niet klopt, probeert u zich dan af te melden en opnieuw aan te melden."
"Contact a system administrator or store owner to gain permissions.","Benader een systeembeheerder of winkeleigenaar om te worden gemachtigd."
"Return to ","Keer terug naar "
"previous page","vorige pagina"
"Welcome, please sign in",Inloggen
Username,Gebruikersnaam
"user name",gebruikersnaam
Password,Wachtwoord
password,wachtwoord
"Sign in",Inloggen
"No Data Found","Geen gegevens gevonden"
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","Grafiek is uitgeschakeld. Om de grafiek in te schakelen, klikt u <a href=""%1"">hier</a>."
"Select Range:","Selecteer bereik:"
"Last Orders","Laatste orders"
"Last Search Terms","Laatste zoektermen"
"Top Search Terms","Top zoektermen"
"There are no search keywords.","Er zijn geen zoekwoorden gevonden."
"View Statistics For:","Bekijk statistieken voor:"
"All Websites","Alle Websites"
"Reload Data","Gegevens opnieuw laden"
"Browse Files...","Blader door bestanden..."
"Copyright &copy; %1 Magento Commerce Inc. All rights reserved.","Copyright &copy; %1 Magento Commerce Inc. Alle rechten voorbehouden."
"Magento Admin Panel","Magento Beheer Paneel"
"Account Setting",Accountinstellingen
"Customer View",Overzicht
"Sign Out",Uitloggen
"About the calendar","Over de kalender"
"Go Today","Naar vandaag"
Previous,Vorige
Next,Volgende
Time,Tijd
Hour,Uur
Minute,Minuut
"JavaScript may be disabled in your browser.","JavaScript is mogelijk uitgeschakeld in uw browser."
"To use this website you must first enable JavaScript in your browser.","Om deze website te gebruiken moet u eerst JavaScript inschakelen in uw browser."
"This is only a demo store. You can browse and place orders, but nothing will be processed.","Dit is een demo winkel. U kunt de winkel bekijken en bestellingen plaatsen, maar niets zal worden verwerkt of verstuurd."
"Privacy Policy",Privacybeleid
"Report an Issue","Meld een probleem"
Scope:,Bereik:
"Stores Configuration","Winkels Configuratie"
"Please confirm scope switching. All data that hasn't been saved will be lost.","Bevestig wijziging toepassing niveau. Alle gegevens die nog niet opgeslagen zijn, zullen verloren gaan."
"Additional Cache Management","Additionele cacheopties"
"Flush Catalog Images Cache","Leeg Catalogus Afbeeldingen Cache"
"Pregenerated product images files","Voorgegenereerde productafbeeldingsbestanden"
"Flush JavaScript/CSS Cache","Leeg JavaScript/CSS Cache"
"Themes JavaScript and CSS files combined to one file","De JavaScript- en CSS-bestanden van het thema zijn samengevoegd tot één bestand"
"Flush Static Files Cache","Leeg statische bestanden Cache"
"Preprocessed view files and static files","Voorbewerkte weergavebestanden en statische bestanden"
Catalog,Catalogus
"No records found.","Geen records gevonden."
Images,Afbeeldingen
"Big Image","Grote afbeelding"
"Additional Settings","Aanvullende instellingen"
"records found","records gevonden"
selected,geselecteerd
"Previous page","Vorige pagina"
"of %1","van %1"
"Next page","Volgende pagina's"
"Export to:","Exporteer naar:"
"Mass Actions","Bulk acties"
"Unselect All","Deselecteer alles"
"Select Visible","Selecteer zichtbare"
"Unselect Visible","Deselecteer zichtbare"
"Changes have been made to this section that have not been saved.","Wijzigingen, die in deze sectie zijn gemaakt, zijn nog niet opgeslagen."
"This tab contains invalid data. Please resolve this before saving.","Dit tabblad bevat ongeldige gegevens; deze moeten voor het opslaan gecorrigeerd worden."
"The information in this tab has been changed.","De informatie in dit tabblad is gewijzigd"
Loading...,"Bezig met laden..."
"User Agent Rules","Gebruikersagent regels"
"User agent exceptions override product and CMS pages rules.","Uitzonderingen van de gebruikersagent overschrijven product en CMS pagina's regels."
"Search strings are either normal strings or regular expressions (PCRE). They are matched in the same order as entered.","Zoek regels zijn of normale tekenreeksen of reguliere expressies (PCRE). Ze worden gevonden in dezelfde volgorde als ingevoerd."
Examples,Voorbeelden
"Use Default Value","Gebruik standaard waarde"
"We could not detect a size.","We kunnen geen grootte detecteren."
"Warning message","Waarschuwing bericht"
"This operation can take a long time","Deze bewerking kan lang duren"
"Allow everything","Alles toestaan"
"Magento Admin","Magento Site-beheer"
"Global Search","Globale zoektocht"
"SEO & Search","SEO & zoeken"
"User Content",Gebruikers-content
Content,inhoud
Elements,Elementen
Design,Ontwerp
Schedule,Rooster
"Content translation","Vertaling inhoud"
Settings,Instellingen
Attributes,Attributen
"Other Settings","Andere instellingen"
"Data Transfer",Gegevensoverdracht
"Connect Manager","Verbinding van de Manager"
"Package Extensions","Pakket uitbreiding"
Tools,Instellingen
"Clean Cache Actions","Schoon cache acties op"
"Cache Types Management","Cache type beheer"
"Toggle Cache Type","Schakel cache type"
"Refresh Cache Type","Ververs cache type"
"Catalog Images Cache","Catalogus afbeeldingen cache"
"Flush Js/Css","Leeg Js/Css"
"Flush Static Files","Leeg statische bestanden"
Currency,Valuta
Communications,Communicatie
Advanced,Geavanceerd
"Disable Modules Output","Schakel uitvoer van modules uit"
"Store Email Addresses","E-mailadressen van winkel"
"Custom Email 1","Eigen e-mail 1"
"Sender Email","E-mailadres Afzender"
"Sender Name","Naam afzender"
"Custom Email 2","Eigen e-mail 2"
"General Contact","Algemeen contact"
"Sales Representative",Vertegenwoordiger
"Customer Support",Klantenservice
Developer,Ontwikkelaar
"Enable Template Path Hints for Storefront","Schakel template pad hints in voor winkelaanzicht"
"Enable Hints for Storefront with URL Parameter","Hints voor winkelaanzicht met URL-parameter inschakelen"
"Use URL parameter to enable template path hints for Storefront","Gebruik URL parameter om template pad hints voor winkelaanzicht in te schakelen"
"Parameter Value","Parameter waarde"
"Add the following parameter to the URL to show template hints ?templatehints=[parameter_value]","Voeg de volgende parameter toe aan de URL om template-hints weer te geven ?templatehints=[parameter_value]"
"Enable Template Path Hints for Admin","Schakel template pad hints in voor Admin"
"Add Block Class Type to Hints","Voeg block-class type naar hints in"
"Template Settings","Template instellingen"
"Allow Symlinks","Symlinks toestaan"
"<strong class=""colorRed"">Warning!</strong> Enabling this feature is not recommended on production environments because it represents a potential security risk.","<strong class=""colorRed"">Waarschuwing!</strong> Het activeren van deze functionaliteit wordt niet aanbevolen in productieomgevingen omdat het mogelijk een beveiligingsrisico vormt."
"Minify Html","Minify HTML"
"Minification is not applied in developer mode.","Minification wordt niet toegepast in de ontwikkelaarsmodus."
"Translate Inline","Inline vertaling"
"Enabled for Storefront","Ingeschakeld voor Storefront"
"Enabled for Admin","Ingeschakeld voor backend"
"Translate, blocks and other output caches should be disabled for both Storefront and Admin inline translations.","Vertalings-, blok- en andere uitvoer caches moeten uitgeschakeld worden voor zowel winkelaanzicht als admin inline vertalingen."
"JavaScript Settings","JavaScript instellingen"
"Merge JavaScript Files","JavaScript-bestanden samenvoegen"
"Enable JavaScript Bundling","Inschakelen Javascript bundeling"
"Minify JavaScript Files","Minify JavaScript bestanden"
"CSS Settings","CSS instellingen"
"Merge CSS Files","CSS bestanden samenvoegen"
"Minify CSS Files","Minify CSS-bestanden"
"Image Processing Settings","Afbeelding verwerking opties"
"Image Adapter","Afbeelding Adapter"
"When the adapter was changed, please flush Catalog Images Cache.","Als de adapter is veranderd, leeg dan de catalogus afbeeldingen cache."
"Static Files Settings","Instellingen voor statische bestanden"
"Sign Static Files","Statische bestanden ondertekenen"
"Country Options","Land opties"
"Allow Countries","Toegestane landen"
"Default Country","Standaard land"
"European Union Countries","Landen uit Europese Unie"
"Top destinations","Top bestemmingen"
"Locale Options",Lokalisatie-opties
